DRE;CODESC;TIPOESC;NOMESC;DIRETORIA;SUBPREF;CEU;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;CODDIST;DISTRITO;SETOR;CODINEP;CODCIE;EH;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_FUNC;DT_AUTORIZA;NOME_ANT;T2D3D;T2D3D16;T2D3D15;T2D3D14;T2D3D13;T2D3D12;T2D3D11;T2D3D10;T2D3D09;T2D3D08;T2D3D07;DTURNOS;DTURNOS16;DTURNOS15;DTURNOS14;DTURNOS13;DTURNOS12;DTURNOS11;DTURNOS10;DTURNOS09;DTURNOS08;DTURNOS07;LATITUDE;LONGITUDE;REDE;DATABASE
CS;307042;CR.P.CONV;TIA DORA;CAPELA DO SOCORRO;CAPELA DO SOCORRO;;AVENIDA DONA BELMIRA MARIN;5601;PARQUE BRASIL;04846010;59326463;;;Ativa;30;GRAJAU;3008;35414475;414475;;04/12/2008;2008.0.168.797.3;04/12/2008;02/02/2009;28/01/2014;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23758775;-46662066;CON;30/04/2017
G;307044;CR.P.CONV;LUCIA PRESTES MOREIRA;GUAIANASES;GUAIANASES;;RUA CORONEL MANUEL MACHADO;98;VILA ZEFIRA;08411145;25531341;;25531341;Ativa;31;GUAIANASES;3102;35414049;414049;;16/12/2008;2008.0.288.718.6;16/12/2008;;13/12/2012;ANTONIO GUIMARAES MIRANDA;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23551272;-46412043;CON;30/04/2017
PJ;307045;ESC.PART.;INSTITUICAO EDUCACIONAL RECREACAO INFANTIL MONDRIAN;PIRITUBA;LAPA;;RUA CARLOS WEBER;1680;VILA LEOPOLDINA;05303000;;;;Ativa;88;VILA LEOPOLDINA;8802;35428267;428267;;23/12/2008;172;16/12/2008;;23/12/2008;INSTITUICAO EDUCACIONAL RECREACAO INFANTIL MO;;;;;;;;;;;;;;;;;;;;;;;-23533803;-46724978;;30/04/2017
MP;307047;CR.P.CONV;ANJOS DA PAZ;SAO MIGUEL;SAO MIGUEL;;RUA ANTÔNIO XAVIER;81;CHÁCARA TRÊS MENINAS;08090220;;;;Ativa;44;JARDIM HELENA;4401;35427861;427861;;31/12/2008;2008.0.308.171.1;31/12/2008;01/01/2009;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23475616;-46427633;CON;30/04/2017
CS;307048;CR.P.CONV;FLOR DE SAO JOSE, CEI;CAPELA DO SOCORRO;CAPELA DO SOCORRO;;RUA GONÇALO SOARES DE FRANCA;295;JARDIM FLORESTA;04836030;59254378;;;Ativa;23;CIDADE DUTRA;2308;35427809;427809;;31/12/2008;2008.0.113.543.1;31/12/2008;16/05/2014;;ZILDA BRANDAO;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23738771;-46709681;CON;30/04/2017
IQ;307050;CR.P.CONV;SAO JOSE OPERARIO II;ITAQUERA;ITAQUERA;;RUA MARIANO MORO;535;VILA REGINA;08225060;20790123;;;Ativa;37;ITAQUERA;3706;35432912;432912;;28/10/2008;2008.0.173.222.7;28/10/2008;;;SONHO ENCANTADO;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23532217;-46467146;CON;30/04/2017
G;307055;CR.P.CONV;SEGUNDO MANDAMENTO;GUAIANASES;CIDADE TIRADENTES;;RUA EDUARDO ABELIM;3;JARDIM PÉROLA I;08474330;25125075;;;Ativa;25;CIDADE TIRADENTES;2502;35418316;418316;;31/12/2008;2008.0.301.075.0;31/12/2008;;21/06/2013;ANJINHOS DO CEU;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23583988;-46384500;CON;30/04/2017
G;307056;CR.P.CONV;CEU ESTRELADO V;GUAIANASES;CIDADE TIRADENTES;;RUA ÉDSON CHAGAS;26;JARDIM PÉROLA I;08474320;2518-1463;;;Ativa;25;CIDADE TIRADENTES;2502;35418341;418341;;31/12/2008;2008.0.302.356.8;31/12/2008;;;MILTON SANTOS;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23582464;-46385565;CON;30/04/2017
MP;307057;CR.P.CONV;MUNDO ENCANTADO II;SAO MIGUEL;SAO MIGUEL;;RUA HUMBERTO ROMANI;164;SÃO MIGUEL PAULISTA;08011160;20330885;;;Ativa;74;SAO MIGUEL;7407;35431503;431503;;16/02/2009;2008.0.251.129.1;16/02/2009;05/05/2009;18/05/2013;MUNDO ENCANTADO;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23493901;-46448336;CON;30/04/2017
PJ;307058;CR.P.CONV;ANGLICANA JULIAN THOMAS - UN. III;PIRITUBA;LAPA;;RUA MARSELHA;845;JAGUARÉ;05332000;37662385;;;Ativa;41;JAGUARE;4101;35433093;433093;;17/02/2009;2009.0.009.741.4;17/02/2009;17/02/2009;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23545719;-46747213;CON;30/04/2017
PE;307059;ESC.PART.;COLEGIO CRIARE;PENHA;ERMELINO MATARAZZO;;AVENIDA JOÃO BATISTA DE OLIVEIRA;101;VILA ROBERTINA;03807000;29437217;;;Ativa;28;ERMELINO MATARAZZO;2803;35383348;383348;;21/02/2009;22;18/02/2009;;21/02/2009;COLEGIO ANGEL S;;;;;;;;;;;;;;;;;;;;;;;-23580062;-46577467;;30/04/2017
IP;307060;ESC.PART.;CENTRO EDUCACIONAL A. MAR;IPIRANGA;IPIRANGA;;AVENIDA INHAÍBA;250;SAÚDE;04292050;50622366;;;Ativa;27;CURSINO;2701;35428759;428759;;26/02/2009;10;10/02/2009;;26/02/2009;;;;;;;;;;;;;;;;;;;;;;;;-23613606;-46609310;;30/04/2017
PE;307061;ESC.PART.;N.E.I. PRIMEIROS PASSOS;PENHA;PENHA;;RUA ANTÔNIO DE SOUZA CAMPOS;149;VILA MATILDE;03511010;26530199;;;Ativa;91;VILA MATILDE;9102;35583893;583893;;28/02/2009;2409;20/02/2009;;28/02/2009;;;;;;;;;;;;;;;;;;;;;;;;-23535943;-46525352;;30/04/2017
IQ;307062;CR.P.CONV;UNIVERSO DA CRIANCA III;ITAQUERA;ITAQUERA;;RUA BARROS CASSAL;88;ITAQUERA;08210180;20521962;;;Ativa;37;ITAQUERA;3702;35432854;432854;;05/02/2009;2008.0.236.243.1;05/02/2009;;04/02/2012;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23539619;-46455682;CON;30/04/2017
IQ;307063;CEI INDIR;FLOR DE LIS IV;ITAQUERA;ITAQUERA;;RUA PONTA DE LUCENA;249;JARDIM MARABÁ;08270340;25213970;;;Ativa;57;PARQUE DO CARMO;5701;35432891;432891;;19/02/2009;2008.0.374.718.3;19/02/2009;;26/10/2011;JANDIRA LUIZ DE SOUZA;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23561719;-46457161;CON;30/04/2017
IQ;307065;CR.P.CONV;VALTER JACONI;ITAQUERA;ITAQUERA;;RUA ATURIÁ;289;JARDIM SANTA MARIA;03576030;20591118;;;Ativa;24;CIDADE LIDER;2401;35428073;428073;;19/02/2009;2008.0.263.482.2;19/02/2009;;15/10/2011;ALICE RIBEIRO DO NASCIMENTO;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23551552;-46504452;CON;30/04/2017
IP;307066;CR.P.CONV;ACONCHEGO II;IPIRANGA;SE;;RUA ARAQUÃ;51;BELA VISTA;01306020;31514377;;;Ativa;07;BELA VISTA;0701;35428711;428711;;19/02/2009;2008.0.260.640.3;19/02/2009;19/02/2009;30/08/2012;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23553471;-46648854;CON;30/04/2017
G;307067;CR.P.CONV;RAFA GIRE;GUAIANASES;CIDADE TIRADENTES;;RUA JORGE RIGUETTI;350;CIDADE TIRADENTES;08470240;21539098;;;Ativa;25;CIDADE TIRADENTES;2505;35429302;429302;;03/02/2009;2008.0.310.224.7;03/02/2009;;13/09/2012;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23588244;-46406180;CON;30/04/2017
IQ;307069;CR.P.CONV;CARROSSEL DE OURO;ITAQUERA;ITAQUERA;;RUA MANDASSAIA;155;CIDADE ANTÔNIO ESTEVÃO DE CARVALHO;08223120;20429387;;;Ativa;37;ITAQUERA;3707;35428985;428985;;03/02/2009;2008.0.231.251.5;03/02/2009;;11/03/2011;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23533432;-46471871;CON;30/04/2017
FO;307070;CR.P.CONV;SAO JOSE DE VILA PALMEIRAS;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;RUA RIBEIRÃO DAS ALMAS;136;VILA PALMEIRAS;02728100;38925601;;;Ativa;29;FREGUESIA DO O;2910;35429296;429296;;20/03/2009;2008.0.370.022.5;20/03/2009;16/04/2009;06/04/2012;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23497521;-46687171;CON;30/04/2017
SA;307071;CR.P.CONV;MDLD-AMIGOS UNIDOS VENCEREMOS - UN II;SANTO AMARO;CIDADE ADEMAR;;RUA ITAPECERICA DA SERRA;135;CIDADE ADEMAR;04404060;5677-0069;;;Ativa;22;CIDADE ADEMAR;2203;35432885;432885;;01/04/2009;2009.0.014.047.6;01/04/2009;;11/12/2010;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23667468;-46657679;CON;30/04/2017
IQ;307073;CR.P.CONV;CAMINHO MAGICO;ITAQUERA;ITAQUERA;;RUA MARIA BAUMANN MENDONÇA;172;ITAQUERA;08210500;25740902;;;Criada;37;ITAQUERA;3703;35429375;429375;;20/03/2009;2008.0.234.360.7;20/03/2009;;25/11/2011;MOISES ROSA;;2D;;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23536677;-46448226;CON;30/04/2017
G;307075;CR.P.CONV;CASINHA DA VOVO;GUAIANASES;GUAIANASES;;RUA INÁCIO DE OLIVEIRA CAMPOS;28;JARDIM FANGANIELLO;08450450;20165600;;;Ativa;96;LAJEADO;9601;35432921;432921;;24/03/2009;2008.0.315.202.3;24/03/2009;;30/08/2012;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23546952;-46396426;CON;30/04/2017
G;307076;CR.P.CONV;CRISTAIS DAS CRIANCAS - UN II;GUAIANASES;GUAIANASES;;RUA HIPÓLITO DE CAMARGO;145;VILA LOURDES;08410030;25533205;;;Ativa;31;GUAIANASES;3101;35433366;433366;;01/04/2009;2009.0.016.829.0;01/04/2009;;23/01/2012;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23543819;-46413342;CON;30/04/2017
CL;307077;CR.P.CONV;NOSSA SENHORA APARECIDA;CAMPO LIMPO;CAMPO LIMPO;;RUA LUÍS DA FONSECA GALVÃO;136;PARQUE MARIA HELENA;05855300;55101344;;;Ativa;19;CAPAO REDONDO;1903;35430766;430766;;01/04/2009;2008.0.165.174.0;01/04/2009;;04/04/2014;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23668302;-46766354;CON;30/04/2017
G;307078;CR.P.CONV;JESUS REI;GUAIANASES;CIDADE TIRADENTES;;RUA REGRESSO FELIZ;119;CONJUNTO HABITACIONAL INÁCIO MONTEIRO;08472210;2518-8894;;;Ativa;25;CIDADE TIRADENTES;2501;35431576;431576;;01/04/2009;2008.0.256.989.3;01/04/2009;01/06/2009;;PRIMEIRA INFANCIA;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23572702;-46401143;CON;30/04/2017
G;307079;CR.P.CONV;JOSE AMADO DOS SANTOS;GUAIANASES;GUAIANASES;;RUA CASSUNUNGA;8;JARDIM LOURDES;08452500;25127832;;;Ativa;96;LAJEADO;9603;35432970;432970;;01/04/2009;2008.0.172.409.7;01/04/2009;;30/08/2012;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23529350;-46395355;CON;30/04/2017
SA;307080;ESC.PART.;PLANETA COLORIDO;SANTO AMARO;JABAQUARA;;RUA DAS PITOMBEIRAS;197;VILA PARQUE JABAQUARA;04321160;;;;Ativa;38;JABAQUARA;3804;35329265;329265;;24/04/2009;128;15/04/2009;;24/04/2009;;;;;;;;;;;;;;;;;;;;;;;;-23604800;-46647410;;30/04/2017
MP;307081;CEI INDIR;CANTINHO DA TIA ISAURA;SAO MIGUEL;ITAIM PAULISTA;;RUA MOISÉS ALVES DOS SANTOS;107;JARDIM DAS OLIVEIRAS;08111510;28199619;;;Ativa;36;ITAIM PAULISTA;3607;35430742;430742;;24/04/2009;2009.0.081.221.0;24/04/2009;01/04/2009;13/03/2012;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23485610;-46378049;CON;30/04/2017
CS;307082;CR.P.CONV;CORA CORALINA;CAPELA DO SOCORRO;PARELHEIROS;;RUA PEDRO GAVINELLI;2;JARDIM NOVO PARELHEIROS;04890470;59218846;;;Ativa;55;PARELHEIROS;5507;35431035;431035;;19/03/2009;2008.0.078.181.0;19/03/2009;22/05/2009;04/04/2012;SAGRADA FAMILIA;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23832400;-46725382;CON;30/04/2017
CS;307083;CR.P.CONV;VARGEM GRANDE;CAPELA DO SOCORRO;PARELHEIROS;;RUA ARUEIRA;43;COLÔNIA (ZONA SUL);04895290;59217872;59217073;;Ativa;55;PARELHEIROS;5510;35431023;431023;;10/04/2009;2009.0.016.975.0;10/04/2009;03/04/2009;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23858741;-46713827;CON;30/04/2017
MP;307084;CR.P.CONV;ESPACO AMIGO;SAO MIGUEL;SAO MIGUEL;;RUA CORDÃO DE SÃO FRANCISCO;1149;VILA AIMORÉ;08190000;25811620;;;Ativa;44;JARDIM HELENA;4405;35431011;431011;;31/03/2009;2009.0.076.569.7;31/03/2009;01/04/2009;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23493149;-46396953;CON;30/04/2017
PJ;307085;CR.P.CONV;GRANDE PRINCIPE;PIRITUBA;PERUS;;RUA GONÇALVES DE ANDRADE;221;VILA PERUS;05211210;39155505;;;Ativa;61;PERUS;6101;35432623;432623;;23/04/2009;2009.0.009.737.6;23/04/2009;;05/09/2012;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23410219;-46754639;CON;30/04/2017
SA;307086;CR.P.CONV;BRILHO DO SOL;SANTO AMARO;CIDADE ADEMAR;;RUA ERNESTO VAN DYCK;351;AMERICANÓPOLIS;04412010;56212653;56266619;;Ativa;22;CIDADE ADEMAR;2203;35431497;431497;;23/04/2009;2007.0.298.983.1;23/04/2009;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23674269;-46644618;CON;30/04/2017
G;307087;CR.P.CONV;TUQUINHA II;GUAIANASES;CIDADE TIRADENTES;;RUA EDIMUNDO AUDRAN;163;CONJUNTO HABITACIONAL BARRO BRANCO II;08473532;25590918;;;Ativa;25;CIDADE TIRADENTES;2502;35431539;431539;;16/04/2009;2009.0.021.659.6;16/04/2009;;05/10/2012;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23583139;-46391455;CON;30/04/2017
G;307088;CR.P.CONV;ANAMIRIAN ABC PARA CRESCER I;GUAIANASES;CIDADE TIRADENTES;;RUA LOBO-GUARÁ;57;CONJUNTO HABITACIONAL SANTA ETELVINA II;08485170;25167697;;;Ativa;25;CIDADE TIRADENTES;2504;35431527;431527;;01/04/2009;2008.0.370.109.4;01/04/2009;;24/08/2012;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23591149;-46413045;CON;30/04/2017
MP;307089;CR.P.CONV;SER FELIZ III;SAO MIGUEL;ITAIM PAULISTA;;RUA GRAPIRÁ;246;VILA CURUÇÁ;08030190;27376481;;;Ativa;84;VILA CURUCA;8403;35431515;431515;;01/04/2009;2008.0.339.962.2;01/04/2009;09/08/2013;27/06/2012;REINO DOS PEQUENINOS;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23497394;-46418947;CON;30/04/2017
SA;307093;CR.P.CONV;THEREZINHA PIMENTEL PUCCA;SANTO AMARO;CIDADE ADEMAR;;RUA SASSAKI;86;VILA MARARI;04403000;55631464;;;Ativa;22;CIDADE ADEMAR;2203;35431898;431898;;28/04/2009;2008.0.240.936.5;28/04/2009;;26/05/2010;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23665681;-46658915;CON;30/04/2017
G;307094;CR.P.CONV;ANJOS DA ESPERANCA;GUAIANASES;GUAIANASES;;RUA TRISTÃO GAGO;60;VILA MINERVA;08441320;20169101;;;Ativa;96;LAJEADO;9608;35432490;432490;;01/04/2009;2008.0.286.346.5;01/04/2009;;08/08/2012;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23540287;-46415234;CON;30/04/2017
G;307095;CR.P.CONV;RAFA GIRE IV;GUAIANASES;GUAIANASES;;RUA GASPAR SARDINHA;122;JARDIM FANGANIELLO;08450480;25546534;;;Ativa;96;LAJEADO;9601;35432878;432878;;28/04/2009;2008.0.349.468.4;28/04/2009;;13/12/2012;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23545189;-46393200;CON;30/04/2017
IP;307096;CR.P.CONV;PRIMEIROS PASSOS;IPIRANGA;IPIRANGA;;RUA ESTILAC;271;VILA MARTE;04250090;25019767;;;Ativa;68;SACOMA;6801;35432702;432702;;28/04/2009;2009.0.059.787.5;28/04/2009;18/11/2013;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23621434;-46599288;CON;30/04/2017
PE;307098;ESC.PART.;EDUCANDARIO ANALIA BARROS;PENHA;ERMELINO MATARAZZO;;RUA DA PONTE RASA;528;JARDIM PONTE RASA;03896000;20470717;;;Ativa;64;PONTE RASA;6403;35266516;266516;;20/05/2009;34;15/05/2009;;20/05/2009;;;;;;;;;;;;;;;;;;;;;;;;-23512345;-46486072;;30/04/2017
IQ;307099;CR.P.CONV;HORIZONTE;ITAQUERA;ITAQUERA;;RUA SERRA DE SANTA MARTA;579;VILA CARMOSINA;08290420;25224960;;;Ativa;57;PARQUE DO CARMO;5701;35432714;432714;;15/05/2009;2008.0.303.600.7;15/05/2009;13/07/2009;08/11/2011;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23558915;-46457091;CON;30/04/2017
BT;307101;CR.P.CONV;MAE DE DEUS;BUTANTA;BUTANTA;;RUA ENGENHEIRO ARTUR DE MIRANDA;236;INSTITUTO DE PREVIDÊNCIA;05534010;37519041;;37519041;Ativa;94;VILA SONIA;9401;35433068;433068;;27/05/2009;2008.0.215.724.2;27/05/2009;;11/04/2012;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23602157;-46750617;CON;30/04/2017
IP;307102;CR.P.CONV;SEMENTE DE ESPERANCA;IPIRANGA;IPIRANGA;;RUA COLORADO;284;VILA CARIOCA;04225050;20619203;;;Ativa;34;IPIRANGA;3405;35433020;433020;;25/05/2009;2009.0.141.345.0;25/05/2009;25/05/2009;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23601371;-46589524;CON;30/04/2017
IP;307103;CR.P.CONV;GIRASSOL;IPIRANGA;SE;;AVENIDA PACAEMBU;829;PACAEMBU;01234001;36666301;;;Ativa;69;SANTA CECILIA;6902;35432799;432799;;25/05/2009;2009.0.141.328.0;25/05/2009;10/04/2002;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23534280;-46661842;CON;30/04/2017
PJ;307105;CR.P.CONV;GABRIELA MISTRAL;PIRITUBA;PERUS;;PRACA FLOR DA IMPERATRIZ;23;VILA PERUS;05211220;3917-3805;;;Ativa;61;PERUS;6101;35433408;433408;;25/05/2009;2009.0.009.744.9;25/05/2009;;;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23407647;-46758409;CON;30/04/2017
JT;307106;ESC.PART.;ESCOLA TARSILA DO AMARAL;JACANA/TREMEMBE;SANTANA/TUCURUVI;;RUA ANTÔNIO LOURENÇO;153;ÁGUA FRIA;02334070;;;;Ativa;70;SANTANA;7005;35335782;335782;;28/05/2009;22;28/05/2009;;28/05/2009;;;;;;;;;;;;;;;;;;;;;;;;-23637688;-46660377;;30/04/2017
BT;307107;ESC.PART.;JARDIM ESCOLA ESQUILINHO;BUTANTA;PINHEIROS;;RUA HARMONIA;879;SUMAREZINHO;05435001;;;;Ativa;62;PINHEIROS;6201;35294962;294962;;11/06/2009;66;05/06/2009;;11/06/2009;;;;;;;;;;;;;;;;;;;;;;;;-23550744;-46691114;;30/04/2017
G;307108;CR.P.CONV;EDUCAR AGORA II;GUAIANASES;CIDADE TIRADENTES;;RUA BERILO DA FONSECA NEVES;14;JARDIM PÉROLA I;08474310;25181285;;;Ativa;25;CIDADE TIRADENTES;2502;35433056;433056;;01/04/2009;2008.0.310.225.5;01/04/2009;;22/06/2013;MONICA CUSTODIO DA SILVA - II;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23585224;-46383618;CON;30/04/2017
PE;307110;CR.P.CONV;AVIAOZINHO DE PAPEL;PENHA;PENHA;;RUA CAPITÃO AVELINO CARNEIRO;412;PENHA DE FRANÇA;03603010;20820646;;;Ativa;59;PENHA;5901;35433032;433032;;15/05/2009;2009.0.082.935.0;15/05/2009;03/06/2014;04/04/2012;AQUARELA II;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23522270;-46547934;CON;30/04/2017
G;307112;CR.P.CONV;SOSSEGO DA MAMAE;GUAIANASES;CIDADE TIRADENTES;;RUA ANTÔNIO CARLOS MINGUES LOPES;1532;CONJUNTO HABITACIONAL SITIO CONCEIÇÃO;08473270;25161664;;;Ativa;25;CIDADE TIRADENTES;2502;35433378;433378;;01/06/2009;2009.0.021.650.2;01/06/2009;;25/07/2013;CAMINHANDO COM CRISTO;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;;-23582676;-46393015;CON;30/04/2017
SA;307114;ESC.PART.;COLEGIO INTERARTE I DE EDUCACAO INFANTIL;SANTO AMARO;SANTO AMARO;;RUA JOSÉ BENEDITO SALINAS;93;JARDIM ITAPEVA;04674200;;;;Ativa;16;CAMPO GRANDE;1603;35344230;344230;;18/06/2009;140;18/06/2009;;25/06/2009;ARTE DE CRESCER UNID II, E.E.I.;;;;;;;;;;;;;;;;;;;;;;;-23664362;-46688533;;30/04/2017
PE;307115;ESC.PART.;BABY PRIME BERCARIO E EDUCACAO INFANTIL;PENHA;MOOCA;;RUA AZEVEDO SOARES;2409;VILA GOMES CARDIM;03322002;22251550;;;Ativa;80;TATUAPE;8002;35433354;433354;;29/06/2009;39;29/06/2009;;29/06/2009;;;;;;;;;;;;;;;;;;;;;;;;-23546276;-46553201;;30/04/2017
SA;307116;ESC.PART.;ESTRELINHA MAGICA;SANTO AMARO;CIDADE ADEMAR;;RUA SASSAKI;297;VILA MARARI;04403000;;;;Ativa;22;CIDADE ADEMAR;2203;35433500;433500;;30/06/2009;145;30/06/2009;;30/06/2009;;;;;;;;;;;;;;;;;;;;;;;;-23667429;-46659326;;30/04/2017
PE;307117;ESC.PART.;ESCOLA DE EDUCACAO PLANETA INFANTIL;PENHA;MOOCA;;RUA PROFESSOR RAUL BRIQUET;139;VILA LIBANESA;03193040;;;;Ativa;01;AGUA RASA;0101;35199801;199801;;14/07/2009;43;14/07/2009;;14/07/2009;;;;;;;;;;;;;;;;;;;;;;;;-23573380;-46579019;;30/04/2017
MP;307119;ESC.PART.;STAR BABY;SAO MIGUEL;ITAIM PAULISTA;;RUA ALTO JURUÁ;272;VILA PROGRESSO (ZONA LESTE);08140310;;;;Ativa;36;ITAIM PAULISTA;3608;35432600;432600;;17/07/2009;23;17/07/2009;16/10/1998;17/07/2009;;;;;;;;;;;;;;;;;;;;;;;;-23510212;-46400229;;30/04/2017
PJ;307120;ESC.PART.;RENOVACAO EDUCACAO INFANTIL;PIRITUBA;PIRITUBA;;RUA ROSÁLIO JOSÉ DA CONCEIÇÃO;423;JARDIM FELICIDADE (ZONA OESTE);05143060;;;;Ativa;63;PIRITUBA;6305;35812961;812961;;02/07/2009;91;02/07/2009;;02/07/2009;;;;;;;;;;;;;;;;;;;;;;;;-23495094;-46722864;;30/04/2017
